"Class[Size] ->","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]"
"2018M02",7.64196398e+01,-2.02247198e-01,4.15000000e+00,2.62124248e+00,7.35959710e+00,2.75000000e+00,6.10386000e+04,3.77993000e+04,8.27671000e+04,1.91107300e+05,1.22121700e+05,1.17756041e+02,6.30100000e+02,1.24400000e+02,1.35000000e+00,2.55711000e+02,2.49529000e+02,1.01416000e+02,1.01198000e+02,6.22294737e+01,4.33623973e+02,1.99600519e+02,1.10192617e+03,1.05400459e+03,1.13237859e+03,1.21605903e+03,1.17127734e+03,4.76861503e+02,6.44587854e+02,4.82083201e+02,5.54404790e+02,5.51957514e+02,4.61923087e+02,4.61707899e+02,4.13082874e+02,4.06718893e+00,-6.97046204e-01,9.10004100e+00,9.25639033e+00,7.98921962e+00,8.15337758e+00,3.03794271e+00,2.96941049e+00,2.60464885e+00,2.92831168e+00,1.86029296e+00,2.23823257e+00,1.82092772e+00,1.63084722e+00,1.51737522e+01,-2.42942393e+00,2.63055216e+00,-5.10066390e+00,2.95925612e+00,6.82205818e+00,7.23467608e+00,2.48468474e+00,3.04538687e-01,-8.53961064e+00,3.28423291e+00,2.38161025e+00,3.22640386e+00,2.57039311e+00,2.26700693e+00,-2.80000739e+01,4.76739764e+02,4.76566903e+02,1.72860603e-01,4.82191951e+02,-1.08750657e-01,4.76913450e+02,-1.73686040e-01,4.82402033e+02,-3.18832264e-01
"2018M03",7.65974533e+01,2.32680330e-01,4.14000000e+00,2.66560255e+00,7.39291450e+00,2.75000000e+00,6.23072000e+04,3.89026000e+04,8.47355000e+04,1.93295600e+05,1.22499500e+05,1.21737437e+02,7.54500000e+02,1.24770000e+02,1.67000000e+00,2.56271000e+02,2.49577000e+02,1.01524000e+02,1.01419000e+02,6.27247619e+01,4.33856383e+02,2.00052204e+02,1.10398323e+03,1.05688164e+03,1.13472899e+03,1.21719759e+03,1.17158622e+03,4.80186657e+02,6.62605528e+02,4.82615269e+02,5.54623548e+02,5.51976748e+02,4.62029522e+02,4.61926045e+02,4.13875630e+02,4.05755320e+00,4.53022251e-01,1.28295558e+01,1.07443092e+01,8.95664292e+00,8.29973424e+00,2.43471607e+00,3.05123492e+00,1.96753988e+00,2.94425952e+00,2.10056716e+00,2.30419805e+00,1.97858826e+00,1.89118696e+00,2.40267951e+01,2.78892058e+00,5.42022254e+00,2.46846456e+01,3.45246030e+01,2.82048009e+01,1.36626876e+01,3.70663181e+00,3.99018435e+01,2.16212090e+02,3.56383454e+00,2.62509334e+00,2.30812694e-01,1.27722492e+00,2.61774782e+00,9.51306651e+00,4.77513056e+02,4.76797312e+02,7.15744098e-01,4.82367079e+02,2.48190009e-01,4.76940382e+02,5.72673594e-01,4.82511293e+02,1.03976008e-01
"2018M04",7.66318688e+01,4.49303580e-02,3.92000000e+00,2.62318609e+00,7.40259970e+00,2.75000000e+00,5.99530000e+04,3.78758000e+04,8.43104000e+04,1.93203600e+05,1.22462800e+05,1.19499514e+02,7.69900000e+02,1.25030000e+02,1.69000000e+00,2.56630000e+02,2.50227000e+02,1.01766000e+02,1.01602000e+02,6.62538095e+01,4.33901303e+02,2.00183125e+02,1.10013162e+03,1.05420677e+03,1.13422605e+03,1.21714998e+03,1.17155626e+03,4.78331230e+02,6.64626064e+02,4.83111626e+02,5.54763536e+02,5.52236851e+02,4.62267606e+02,4.62106322e+02,4.19349297e+02,3.84545396e+00,8.83705737e-01,6.00958056e+00,6.97299498e+00,6.29355758e+00,7.15813524e+00,1.66929705e+00,4.11202990e+00,1.84948722e+01,2.93804610e+00,2.12784459e+00,2.44096096e+00,2.02596623e+00,1.86668776e+00,2.60481246e+01,5.39043209e-01,1.57104937e+00,-4.62192804e+01,-3.20984409e+01,-6.03529663e+00,-5.71281918e-01,-3.59565536e-01,-2.22651214e+01,2.42464297e+01,2.49799930e+00,1.67985662e+00,3.12122528e+00,2.85700366e+00,2.16332359e+00,6.56840029e+01,4.78293150e+02,4.77025225e+02,1.26792505e+00,4.82534978e+02,5.76648129e-01,4.77183602e+02,1.10954737e+00,4.82560577e+02,5.51048919e-01
"2018M05",7.69932316e+01,4.71556894e-01,4.09000000e+00,2.62843489e+00,7.44030450e+00,2.75000000e+00,6.05158000e+04,3.81224000e+04,8.27967000e+04,1.92810800e+05,1.22732200e+05,1.18666936e+02,8.08500000e+02,1.25480000e+02,1.70000000e+00,2.57145000e+02,2.50792000e+02,1.01941000e+02,1.01780000e+02,6.99781818e+01,4.34371752e+02,2.00691178e+02,1.10106598e+03,1.05485573e+03,1.13241435e+03,1.21694647e+03,1.17177600e+03,4.77632071e+02,6.69518068e+02,4.83674827e+02,5.54964013e+02,5.52462391e+02,4.62439421e+02,4.62281362e+02,4.24818351e+02,4.00524678e+00,1.36566829e+00,5.82912827e+00,7.85038965e+00,6.24010279e+00,6.87036586e+00,1.25024431e+00,4.25895882e+00,7.85801620e+00,3.04230583e+00,2.24755073e+00,2.74392917e+00,2.24090955e+00,1.96153782e+00,3.67107174e+01,5.64538257e+00,6.09663132e+00,1.12122793e+01,7.78758019e+00,-2.17404250e+01,-2.44218953e+00,2.63692269e+00,-8.38991010e+00,5.87040513e+01,4.31120978e+00,2.40572316e+00,2.70648533e+00,2.06178533e+00,2.10048140e+00,6.56286477e+01,4.78328679e+02,4.77250471e+02,1.07820749e+00,4.82695305e+02,9.79521372e-01,4.77368934e+02,9.59744265e-01,4.82679914e+02,9.94912913e-01
"2018M06",7.74348973e+01,5.73642255e-01,3.79000000e+00,2.60276147e+00,7.48526970e+00,2.75000000e+00,6.13510000e+04,3.84708000e+04,8.41444000e+04,1.94532200e+05,1.23235500e+05,1.16386177e+02,8.01400000e+02,1.25660000e+02,1.91000000e+00,2.57399000e+02,2.51018000e+02,1.02029000e+02,1.01872000e+02,6.78733333e+01,4.34943755e+02,2.01293705e+02,1.10243667e+03,1.05576548e+03,1.13402896e+03,1.21783530e+03,1.17218524e+03,4.75691377e+02,6.68636020e+02,4.83837037e+02,5.55062741e+02,5.52552465e+02,4.62525709e+02,4.62371712e+02,4.21764322e+02,3.72020113e+00,1.90784099e+00,5.85488775e+00,8.18891003e+00,6.81842999e+00,7.04241763e+00,1.61189254e+00,4.16076808e+00,1.01983256e+01,2.89851963e+00,2.22067675e+00,2.76886147e+00,2.24296427e+00,1.91771358e+00,4.07039017e+01,6.86403832e+00,7.23032863e+00,1.64483796e+01,1.09169713e+01,1.93753981e+01,1.06659658e+01,4.91089556e+00,-2.32883255e+01,-1.05845770e+01,1.72015638e+00,1.18473843e+00,1.08088726e+00,1.03544645e+00,1.08420254e+00,-3.66483387e+01,4.78785791e+02,4.77472968e+02,1.31282322e+00,4.82847759e+02,9.89277188e-01,4.77217407e+02,1.56838403e+00,4.82814050e+02,1.02298616e+00
"2018M07",7.77102214e+01,3.55555556e-01,2.61000000e+00,2.62679009e+00,7.48470320e+00,2.75000000e+00,5.91917000e+04,3.87930000e+04,8.45709000e+04,1.96070800e+05,1.23055000e+05,1.18223194e+02,8.18300000e+02,1.26010000e+02,1.91000000e+00,2.57699000e+02,2.51214000e+02,1.02137000e+02,1.02006000e+02,7.09814286e+01,4.35298680e+02,2.01286136e+02,1.09885366e+03,1.05659951e+03,1.13453455e+03,1.21862311e+03,1.17203867e+03,4.77257431e+02,6.70722902e+02,4.83944030e+02,5.55179224e+02,5.52630517e+02,4.62631505e+02,4.62503164e+02,4.26241827e+02,2.57191211e+00,2.41213226e+00,2.94625772e+00,7.81266727e+00,6.66890096e+00,7.15705890e+00,1.74997590e+00,3.78139204e+00,2.08645709e+01,2.94754790e+00,2.24226752e+00,2.81415342e+00,2.31168064e+00,1.97614541e+00,4.20162875e+01,4.25909942e+00,-9.08218077e-02,-4.29961699e+01,1.00083672e+01,6.06703826e+00,9.45373973e+00,-1.75889885e+00,1.87926483e+01,2.50425832e+01,3.33770629e+00,1.39779242e+00,9.36618981e-01,1.26955528e+00,1.57741417e+00,5.37300605e+01,4.78335882e+02,4.77692708e+02,6.43173582e-01,4.82992107e+02,9.51923182e-01,4.77402405e+02,9.33476701e-01,4.82971058e+02,9.72971541e-01
"2018M08",7.80543765e+01,4.42869797e-01,3.36000000e+00,2.79493270e+00,7.50070320e+00,2.75000000e+00,6.12598000e+04,3.83576000e+04,8.45558000e+04,1.97244500e+05,1.24101900e+05,1.18010837e+02,8.60400000e+02,1.26310000e+02,1.91000000e+00,2.57891000e+02,2.51663000e+02,1.02208000e+02,1.02016000e+02,6.80556522e+01,4.35740572e+02,2.01499678e+02,1.10228791e+03,1.05547080e+03,1.13451670e+03,1.21921994e+03,1.17288583e+03,4.77077646e+02,6.75739740e+02,4.83995628e+02,5.55253702e+02,5.52809089e+02,4.62700995e+02,4.62512966e+02,4.22032578e+02,3.30960622e+00,3.05264892e+00,7.62074213e+00,7.71862109e+00,8.57385797e+00,7.54514875e+00,2.50992563e+00,3.54793730e+00,1.95235829e+01,3.02200928e+00,2.09871621e+00,2.60860204e+00,2.15698030e+00,1.87801734e+00,3.48355143e+01,5.30270418e+00,2.56249404e+00,4.12110087e+01,-1.35445621e+01,-2.14277226e-01,7.16190894e+00,1.01659109e+01,-2.15742184e+00,6.02020558e+01,2.85352069e+00,8.93733434e-01,2.14287050e+00,8.33883906e-01,1.17634373e-01,-5.05109864e+01,4.78498648e+02,4.77909774e+02,5.88874365e-01,4.83128181e+02,8.67446152e-01,4.77846441e+02,6.52207204e-01,4.83108157e+02,8.87470818e-01
"2018M09",7.85189859e+01,5.95238090e-01,4.55000000e+00,2.81601013e+00,7.65435130e+00,2.75000000e+00,6.22119000e+04,3.84349000e+04,8.44250000e+04,1.97379600e+05,1.25437000e+05,1.15445295e+02,7.46000000e+02,1.26610000e+02,2.18000000e+00,2.58368000e+02,2.52182000e+02,1.02418000e+02,1.02205000e+02,7.02321053e+01,4.36334045e+02,2.03527428e+02,1.10383016e+03,1.05567212e+03,1.13436188e+03,1.21928841e+03,1.17395589e+03,4.74879678e+02,6.61472560e+02,4.84079422e+02,5.55438493e+02,5.53015105e+02,4.62906248e+02,4.62698060e+02,4.25180555e+02,4.45148544e+00,4.71420234e+00,7.34295046e+00,8.73177270e+00,7.44006735e+00,7.31533764e+00,3.57453622e+00,2.96977992e+00,1.03128870e+01,3.00659998e+00,2.17387957e+00,2.30527820e+00,1.99002712e+00,1.94132897e+00,3.43348893e+01,7.12168256e+00,2.43330088e+01,1.85069558e+01,2.41586174e+00,-1.85772622e+00,8.21642704e-01,1.28407658e+01,-2.63756165e+01,-1.71206157e+02,2.84675130e+00,2.21749224e+00,2.47218974e+00,2.46303098e+00,2.22112383e+00,3.77757140e+01,4.77759063e+02,4.78124293e+02,-3.65229658e-01,4.83255885e+02,8.23536985e-01,4.78107153e+02,-3.48090010e-01,4.83230519e+02,8.48903172e-01
"2018M10",7.87828381e+01,3.36036230e-01,4.34000000e+00,2.86119650e+00,7.72427450e+00,2.75000000e+00,6.36983000e+04,4.00970000e+04,8.42744000e+04,1.97933200e+05,1.26684900e+05,1.18048417e+02,8.63500000e+02,1.26820000e+02,2.20000000e+00,2.58917000e+02,2.52772000e+02,1.02595000e+02,1.02366000e+02,7.07486957e+01,4.36669518e+02,2.04436790e+02,1.10619132e+03,1.05990568e+03,1.13418334e+03,1.21956849e+03,1.17494582e+03,4.77109485e+02,6.76099390e+02,4.84091195e+02,5.55650755e+02,5.53248790e+02,4.63078920e+02,4.62855463e+02,4.25913410e+02,4.24614885e+00,5.05359935e+00,1.04289545e+01,1.19652753e+01,6.86230597e+00,7.11086640e+00,4.32695697e+00,3.82764651e+00,1.70280846e+01,2.93656337e+00,2.10411651e+00,2.46148776e+00,2.03230610e+00,1.85362119e+00,3.16044163e+01,4.02567468e+00,1.09123428e+01,2.83338898e+01,5.08027411e+01,-2.14250967e+00,3.36098621e+00,1.18791127e+01,2.67576850e+01,1.75521957e+02,1.98871529e+00,2.54714615e+00,2.80421711e+00,2.07206424e+00,1.88883116e+00,8.79426473e+00,4.78324701e+02,4.78336434e+02,-1.17328036e-02,4.83375179e+02,7.16016351e-01,4.78545883e+02,-2.21181304e-01,4.83682832e+02,4.08363454e-01
"2018M11",7.85534014e+01,-2.91226789e-01,3.15000000e+00,2.93771110e+00,7.70069900e+00,2.75000000e+00,6.01657000e+04,4.00771000e+04,8.70518000e+04,2.00442900e+05,1.28447700e+05,1.21159940e+02,7.57100000e+02,1.27050000e+02,2.20000000e+00,2.59439000e+02,2.52594000e+02,1.02630000e+02,1.02556000e+02,5.69635000e+01,4.36377867e+02,2.04131110e+02,1.10048577e+03,1.05985604e+03,1.13742586e+03,1.22082847e+03,1.17632771e+03,4.79711149e+02,6.62949535e+02,4.84148934e+02,5.55852161e+02,5.53178346e+02,4.63113029e+02,4.63040899e+02,4.04241071e+02,3.09975878e+00,4.89708933e+00,4.29637252e+00,1.00285721e+01,8.73458211e+00,7.38176189e+00,4.65621682e+00,3.56202121e+00,1.58231553e+01,2.88255017e+00,2.19120125e+00,2.12459830e+00,1.92327809e+00,1.99030653e+00,5.72048471e-01,-3.49982016e+00,-3.66815827e+00,-6.84665426e+01,-5.95703612e-01,3.89102427e+01,1.51197817e+01,1.65826998e+01,3.12199705e+01,-1.57798263e+02,2.17434179e+00,2.41687262e+00,-8.45327975e-01,4.09306862e-01,2.22523756e+00,-2.60068066e+02,4.77980323e+02,4.78546341e+02,-5.66017914e-01,4.83486081e+02,6.62853394e-01,4.79373443e+02,-1.39311947e+00,4.84248090e+02,-9.91556422e-02
"2018M12",7.86566479e+01,1.31434831e-01,2.31000000e+00,2.96307909e+00,7.73000060e+00,2.75000000e+00,7.11629000e+04,4.42024000e+04,9.35550000e+04,2.08182100e+05,1.30094100e+05,1.25189679e+02,8.43300000e+02,1.27270000e+02,2.40000000e+00,2.60063000e+02,2.52767000e+02,1.02701000e+02,1.02735000e+02,4.95227778e+01,4.36509215e+02,2.04510894e+02,1.11727269e+03,1.06965344e+03,1.14463048e+03,1.22461685e+03,1.17760133e+03,4.82983002e+02,6.73732277e+02,4.84201249e+02,5.56092391e+02,5.53246812e+02,4.63182185e+02,4.63215286e+02,3.90243272e+02,2.28657255e+00,5.16624740e+00,7.01650153e+00,1.04311852e+01,7.92424294e+00,7.59955646e+00,5.87773310e+00,2.06931539e+00,1.57654975e+01,2.79666077e+00,2.22362279e+00,1.98259692e+00,1.84751867e+00,2.01758901e+00,-1.55965096e+01,1.57618237e+00,4.55740351e+00,2.01443031e+02,1.17568785e+02,8.64553858e+01,4.54605112e+01,1.52834606e+01,3.92622319e+01,1.29392906e+02,2.07612509e+00,2.88276218e+00,8.21590934e-01,8.29879593e-01,2.09263976e+00,-1.67973589e+02,4.77678026e+02,4.78754157e+02,-1.07613104e+00,4.83588659e+02,6.12590300e-01,4.80014374e+02,-2.33634820e+00,4.84809874e+02,-6.08624308e-01
"2019M01",7.97177928e+01,1.34908481e+00,4.10000000e+00,2.94440094e+00,7.72914970e+00,2.75000000e+00,6.45414000e+04,4.19968000e+04,9.02288000e+04,2.05267800e+05,1.29815700e+05,1.21911137e+02,6.88100000e+02,1.27560000e+02,2.40000000e+00,2.60766000e+02,2.52561000e+02,1.02648000e+02,1.02870000e+02,5.13757143e+01,4.37849281e+02,2.04499886e+02,1.10750622e+03,1.06453487e+03,1.14101039e+03,1.22320707e+03,1.17738710e+03,4.80329240e+02,6.53393418e+02,4.84293926e+02,5.56362345e+02,5.53165280e+02,4.63130566e+02,4.63346606e+02,3.93916558e+02,4.02285600e+00,5.11857940e+00,5.15498742e+00,1.07768888e+01,9.20030756e+00,7.75093144e+00,6.31682344e+00,3.49311445e+00,8.09392971e+00,2.78215226e+00,2.15602281e+00,1.47663327e+00,1.42167842e+00,1.82762338e+00,-2.14996560e+01,1.60807883e+01,-1.32100404e-01,-1.17197684e+02,-6.14227936e+01,-4.34409985e+01,-1.69172513e+01,-2.57073899e+00,-3.18451491e+01,-2.44066308e+02,2.73123377e+00,3.23945292e+00,-9.78374496e-01,-6.19433271e-01,1.57583739e+00,4.40794263e+01,4.79519876e+02,4.78959984e+02,5.59891976e-01,4.83683028e+02,6.10897357e-01,4.80382499e+02,-8.62623608e-01,4.85393112e+02,-1.09918647e+00
"2019M02",7.98267753e+01,1.36710320e-01,4.46000000e+00,2.97609748e+00,7.73782820e+00,2.75000000e+00,6.61704000e+04,4.18802000e+04,9.03926000e+04,2.06548600e+05,1.30101800e+05,1.22663381e+02,6.90500000e+02,1.27830000e+02,2.40000000e+00,2.61186000e+02,2.53319000e+02,1.02836000e+02,1.02963000e+02,5.49547368e+01,4.37985898e+02,2.04612105e+02,1.10999885e+03,1.06425684e+03,1.14119177e+03,1.22382910e+03,1.17760725e+03,4.80944386e+02,6.53741597e+02,4.84720289e+02,5.56523280e+02,5.53464956e+02,4.63313549e+02,4.63436970e+02,4.00650988e+02,4.36192496e+00,5.01158645e+00,8.07267821e+00,1.02522578e+01,8.81317662e+00,7.77006854e+00,6.32991324e+00,4.08288262e+00,9.15374359e+00,2.71990759e+00,2.11848967e+00,1.50744232e+00,1.39046166e+00,1.72907066e+00,-1.24318861e+01,1.63940348e+00,1.34663684e+00,2.99116256e+01,-3.33631604e+00,2.17648688e+00,7.46432126e+00,2.64176240e+00,7.38175682e+00,4.17815597e+00,2.53729685e+00,1.93121248e+00,3.59611244e+00,2.19579201e+00,1.08437430e+00,8.08131644e+01,4.80800300e+02,4.79163850e+02,1.63644928e+00,4.83769345e+02,9.50944232e-01,4.80878516e+02,-7.82163661e-02,4.85548275e+02,-8.27986160e-01
"2019M03",7.97923598e+01,-4.31127400e-02,4.17000000e+00,2.89179105e+00,7.69047840e+00,2.75000000e+00,6.61117000e+04,4.21783000e+04,9.27594000e+04,2.08709000e+05,1.30905100e+05,1.25926596e+02,8.26700000e+02,1.28120000e+02,2.43000000e+00,2.61567000e+02,2.54277000e+02,1.03069000e+02,1.03058000e+02,5.81514286e+01,4.37942776e+02,2.03998299e+02,1.10991010e+03,1.06496611e+03,1.14377643e+03,1.22486962e+03,1.17822279e+03,4.83569916e+02,6.71744187e+02,4.85255670e+02,5.56669046e+02,5.53842422e+02,4.63539867e+02,4.63529194e+02,4.06305045e+02,4.08639287e+00,3.94609507e+00,5.92687468e+00,8.08447843e+00,9.04744039e+00,7.67203138e+00,6.63656849e+00,3.38325952e+00,9.13865941e+00,2.64952823e+00,2.04549865e+00,1.86567392e+00,1.51034431e+00,1.60314862e+00,-7.57058507e+00,-5.17464433e-01,-7.36567400e+00,-1.06499677e+00,8.51125108e+00,3.10159661e+01,1.24862417e+01,7.38649471e+00,3.15063663e+01,2.16031079e+02,2.71928227e+00,1.74920118e+00,4.52959190e+00,2.71581671e+00,1.10668338e+00,6.78486789e+01,4.81073632e+02,4.79365824e+02,1.70780743e+00,4.83847807e+02,1.40786301e+00,4.80975609e+02,9.80223409e-02,4.85632119e+02,-3.76448703e-01
"2019M04",8.02741769e+01,6.03838690e-01,4.75000000e+00,2.98345117e+00,7.64430570e+00,2.75000000e+00,6.66710000e+04,4.31449000e+04,9.27768000e+04,2.09429200e+05,1.32337300e+05,1.23958922e+02,8.65200000e+02,1.28540000e+02,2.45000000e+00,2.61997000e+02,2.55233000e+02,1.03360000e+02,1.03265000e+02,6.38623810e+01,4.38544799e+02,2.03396102e+02,1.11075254e+03,1.06723195e+03,1.14379519e+03,1.22521410e+03,1.17931092e+03,4.81995023e+02,6.76296069e+02,4.85993258e+02,5.56833305e+02,5.54217685e+02,4.63821804e+02,4.63729850e+02,4.15673047e+02,4.64349549e+00,3.21297684e+00,1.06209154e+01,1.30251832e+01,9.56913822e+00,8.06411796e+00,7.75466560e+00,3.66379322e+00,1.16700058e+01,2.76864314e+00,2.06976945e+00,1.98083476e+00,1.55419799e+00,1.62352797e+00,-3.67624949e+00,7.22427468e+00,-7.22636942e+00,1.01092080e+01,2.71900169e+01,2.25077371e-01,4.13375700e+00,1.30575998e+01,-1.88987170e+01,5.46225862e+01,3.92737824e+00,1.97110617e+00,4.50315537e+00,3.38324781e+00,2.40787584e+00,1.12416030e+02,4.82109455e+02,4.79566086e+02,2.54336804e+00,4.83918682e+02,2.07457623e+00,4.81004924e+02,1.10453092e+00,4.85613207e+02,3.80051055e-01
"2019M05",8.04864059e+01,2.64380126e-01,4.54000000e+00,2.99573147e+00,7.66763030e+00,2.75000000e+00,6.71608000e+04,4.27319000e+04,9.33443000e+04,2.10940400e+05,1.33203500e+05,1.23673087e+02,9.74500000e+02,1.28820000e+02,2.40000000e+00,2.62217000e+02,2.55296000e+02,1.03435000e+02,1.03371000e+02,6.08268182e+01,4.38808830e+02,2.03700761e+02,1.11148450e+03,1.06627010e+03,1.14440501e+03,1.22593309e+03,1.17996333e+03,4.81764169e+02,6.88192452e+02,4.86463164e+02,5.56917241e+02,5.54242366e+02,4.63894340e+02,4.63832446e+02,4.10803078e+02,4.43707820e+00,3.00958352e+00,1.04185256e+01,1.14143678e+01,1.19906602e+01,8.98662319e+00,8.18732881e+00,4.13209797e+00,1.86743840e+01,2.62696978e+00,1.95322771e+00,1.77997460e+00,1.45491815e+00,1.55108374e+00,-1.40152725e+01,3.16837508e+00,3.65591153e+00,8.78360187e+00,-1.15422051e+01,7.31783887e+00,8.62787324e+00,7.82888119e+00,-2.77025312e+00,1.42756590e+02,2.61112941e+00,1.00722230e+00,2.96163393e-01,8.70427273e-01,1.23115054e+00,-5.84396283e+01,4.82628123e+02,4.79764937e+02,2.86318604e+00,4.83982330e+02,2.48083345e+00,4.80800007e+02,1.82811535e+00,4.85685065e+02,7.78098692e-01
"2019M06",8.11517724e+01,8.26681876e-01,4.80000000e+00,3.05491106e+00,7.70499230e+00,2.75000000e+00,6.76930000e+04,4.32641000e+04,9.42759000e+04,2.13157800e+05,1.33725700e+05,1.20493684e+02,8.82000000e+02,1.29080000e+02,2.40000000e+00,2.62739000e+02,2.55213000e+02,1.03484000e+02,1.03560000e+02,5.46575000e+01,4.39632113e+02,2.04186847e+02,1.11227381e+03,1.06750785e+03,1.14539809e+03,1.22697880e+03,1.18035460e+03,4.79159734e+02,6.78219206e+02,4.86662839e+02,5.57116114e+02,5.54209849e+02,4.63941701e+02,4.64015115e+02,4.00108644e+02,4.68835859e+00,2.89314201e+00,9.83713063e+00,1.17423680e+01,1.13691219e+01,9.14350344e+00,8.16935281e+00,3.46835660e+00,9.58318578e+00,2.68525202e+00,2.05337338e+00,1.65738409e+00,1.41599248e+00,1.64340316e+00,-2.16556781e+01,9.87940293e+00,5.83303050e+00,9.47163989e+00,1.48529735e+01,1.19169384e+01,1.25485288e+01,4.69518359e+00,-3.12532219e+01,-1.19678956e+02,2.41954328e+00,2.38648651e+00,-3.90198805e-01,5.68338346e-01,2.19203564e+00,-1.28333206e+02,4.82404272e+02,4.79962851e+02,2.44142103e+00,4.84039260e+02,2.62357829e+00,4.80827088e+02,1.57718418e+00,4.85689108e+02,9.73730262e-01
"2019M07",8.11058850e+01,-5.65450990e-02,4.37000000e+00,3.14547838e+00,7.67590940e+00,2.75000000e+00,7.09279000e+04,4.44897000e+04,9.45216000e+04,2.15665200e+05,1.33487400e+05,1.23033280e+02,9.47800000e+02,1.29270000e+02,2.40000000e+00,2.63280000e+02,2.55802000e+02,1.03622000e+02,1.03678000e+02,5.73580952e+01,4.39575552e+02,2.03808678e+02,1.11694191e+03,1.07030130e+03,1.14565837e+03,1.22814825e+03,1.18017624e+03,4.81245489e+02,6.85414351e+02,4.86589463e+02,5.57321810e+02,5.54440371e+02,4.64074966e+02,4.64128994e+02,4.04931399e+02,4.27687254e+00,2.52254106e+00,1.80882539e+01,1.37017884e+01,1.11238144e+01,9.52513867e+00,8.13756815e+00,3.98805754e+00,1.46914492e+01,2.55419714e+00,2.14258675e+00,1.80985422e+00,1.44346132e+00,1.62583072e+00,-2.13104285e+01,-6.78733101e-01,-4.53803324e+00,5.60173091e+01,3.35214119e+01,3.12334821e+00,1.40333624e+01,-2.14031480e+00,2.50290595e+01,8.63417442e+01,1.76504773e+00,2.46835277e+00,2.76626053e+00,1.59918133e+00,1.36654489e+00,5.78730557e+01,4.82326051e+02,4.80160505e+02,2.16554637e+00,4.84090151e+02,2.49931198e+00,4.80785160e+02,1.54089085e+00,4.85747697e+02,8.41765915e-01
"2019M08",8.04061030e+01,-8.62800560e-01,3.01000000e+00,3.09635677e+00,7.67082130e+00,2.75000000e+00,6.79861000e+04,4.37313000e+04,9.53954000e+04,2.17096000e+05,1.34020500e+05,1.21986357e+02,9.80600000e+02,1.29580000e+02,2.13000000e+00,2.63877000e+02,2.56036000e+02,1.03670000e+02,1.03797000e+02,5.48059091e+01,4.38709008e+02,2.03742369e+02,1.11270586e+03,1.06858194e+03,1.14657856e+03,1.22880949e+03,1.18057481e+03,4.80390921e+02,6.88816463e+02,4.86546065e+02,5.57548309e+02,5.54531806e+02,4.64121278e+02,4.64243707e+02,4.00379802e+02,2.96843630e+00,2.24269130e+00,1.04179436e+01,1.31111410e+01,1.20618688e+01,9.58955761e+00,7.68897710e+00,3.31327497e+00,1.30767232e+01,2.55592482e+00,2.29460705e+00,1.72271687e+00,1.42028247e+00,1.73074049e+00,-2.16527766e+01,-1.03985308e+01,-7.95703051e-01,-5.08327147e+01,-2.06323306e+01,1.10423753e+01,7.93493620e+00,4.78281835e+00,-1.02548127e+01,4.08253436e+01,2.87425287e+00,2.71797702e+00,1.09722224e+00,5.55737810e-01,1.37655154e+00,-5.46191645e+01,4.81676715e+02,4.80358742e+02,1.31797342e+00,4.84135864e+02,2.41020099e+00,4.80345622e+02,1.33109335e+00,4.85792738e+02,7.53327037e-01
